9393,14203
11120,9732
11349,9234
12192,12162
13196,17479
12669,17240
15426,17129
16400,16652
10899,14362
8859,16622
8111,17193
9182,17597
8019,17696
7607,16119
7735,14565
7447,12801
7804,12990
8837,14566
8145,15086
7679,15978
8154,16200
8148,15826
9148,15121
10755,14161
12953,12152
12209,13498
9066,16712
7623,18080
8546,17188
7818,18413
7811,18783
8967,17121
12160,12403
14191,10534
14392,10416
14394,10361
14370,10387
14360,10441
13522,10813
12229,12047
10079,13764
9274,14716
10154,14079
10554,13614
10096,13714
9548,13802
8752,13689
8518,13935
8400,12892
8212,12929
8095,12713
8154,12724
8348,12451
8960,11671
8647,12116
7891,13512
7577,14138
7829,13112
7862,12557
7925,13282
7877,14733
7178,19075
6757,21653
6770,22050
6751,21742
6736,21519
6712,21877
6749,21770
7288,17921
6951,19951
6785,21790
6778,22000
6757,21875
6784,21878
6788,21904
6755,22380
6757,22578
6796,22194
6780,21826
6807,21226
6962,18343
7377,15409
7572,15008
8649,12076
8476,12802
8286,12595
7923,12859
8212,12268
8469,11943
8172,13002
7611,15775
7454,15194
7822,13413
8289,11314
8234,11799
7932,12678
7712,13554
7539,14646
7464,15993
7302,17783
7505,18568
7583,18267
6990,19459
6983,19777
7110,16354
7127,16113
7786,14687
8470,14240
7954,16992
7584,18734
7722,16546
8236,14537
8297,14773
8134,15341
7860,18149
7669,17401
7416,14878
7813,14214
8846,14261
8341,14359
8154,14799
8411,16153
8328,15715
8430,16596
8935,15673
8668,16643
8535,17193
8337,17719
8140,16711
9084,13619
10517,10027
11285,8261
11424,8195
11417,9846
9987,13661
8496,16246
8988,17152
9687,17169
8397,17255
8134,15951
7736,16367
7986,17749
7705,18328
7487,20169
7579,19401
7501,19086
7478,17319
8439,15693
8692,15980
8144,16590
7150,17586
7419,17856
7354,14046
7663,19425
7777,16403
7781,16507
7558,16160
7943,17864
9018,17899
7815,15896
7167,17573
7145,18474
6873,19919
6841,20636
7093,20945
8440,16046
8205,16335
7119,21106
8396,16404
9186,12475
8901,11671
8543,11555
7631,18106
7090,21953
7251,18742
7371,18265
8211,16887
9005,16008
9027,16594
8927,17374
8491,17994
8332,16750
8157,14871
8745,13944
9288,14811
9522,15252
8879,16406
9042,16064
9269,16229
8491,17535
8158,18426
8559,17591
7787,20074
7222,21274
7403,19226
7777,16343
8180,15445
7919,15869
8247,14435
9146,12325
10091,10186
10733,10175
10751,10745
10716,10597
10717,8545
11094,7881
11027,7724
11064,7708
11074,7679
11097,7697
11107,7688
11109,7667
11080,7685
11243,7912
11394,8077
11434,8089
11487,8157
11532,8191
11524,8133
11399,8032
11061,7735
10671,7351
10656,7330
10776,7347
10834,7378
10802,7334
10760,7269
10692,7244
10603,7219
10550,7134
10415,7121
10300,6989
10150,6899
9969,6849
9940,6846
9920,6797
9954,6823
10017,6835
10160,6882
10215,6934
10237,6907
10287,6931
10297,6918
10239,6926
10300,6922
10244,6902
10151,6843
9973,6804
9733,6644
9741,6655
9755,6695
9887,6784
9950,6767
9990,6801
10059,6772
10154,6791
10201,6876
10223,6950
10250,6886
10260,6829
10299,6774
10299,6768
10309,6766
10336,6771
10370,6773
10355,6783
10396,6790
10454,6790
10490,6813
10488,6930
10585,6880
10486,6803
10271,6724
10171,6695
10129,6707
10094,6678
10067,6641
10048,6622
10038,6646
10056,6645
10067,6656
10050,6742
10042,6653
10063,6703
10020,6740
9999,6720
10028,6728
9986,6710
9923,6702
9909,6714
9886,6697
9906,6706
10000,6670
10015,6675
10046,6678
10061,6669
10050,6718
10056,6757
10073,6760
10100,6684
10098,6681
10115,6686
10121,6690
10148,6735
10297,6785
10420,6815
10441,6849
10448,6885
10463,6935
10139,7797
9179,10632
9716,8551
10227,7032
10321,6908
10340,6905
10331,6906
10266,6976
10307,6925
10350,6888
10399,6916
10395,6965
10445,7004
10503,7004
10484,6968
10498,6935
10477,6901
10492,6944
10523,6956
10523,6992
10550,6975
10563,6976
10526,6993
10542,6965
10548,6982
10594,6985
10640,7017
10673,7039
10695,7074
10663,7181
10749,7148
10851,7185
10972,7277
11360,7851
11636,10167
11676,11715
11248,11859
10189,12236
10343,13383
10524,12677
11130,12105
11343,13378
10897,12056
12147,12956
12820,13834
12666,13742
11572,13615
11225,14010
11420,14447
10030,15309
10049,15026
10900,13290
10378,12432
9752,13622
9184,14698
10500,14057
11310,13704
11920,9677
12211,8688
11246,9775
11616,9018
11706,7985
11328,7608
11066,7341
10829,7203
10608,7113
10565,7055
10554,7047
10405,7013
10377,7032
10394,6966
10397,6954
10418,6955
10423,6977
10399,6978
10377,6984
10331,7000
10289,7074
10364,6988
10290,6996
10194,7046
10218,7002
10285,6997
10314,7107
10294,7126
10297,7104
10235,7125
9841,7693
9941,7462
10122,7042
9925,7835
10194,7425
10149,7587
10029,7793
10196,7271
10181,7163
10102,7267
10084,7281
9987,7349
9950,7215
9875,7191
9933,7169
9941,7095
9890,7271
10050,7402
10769,7724
11593,9116
10549,11355
9738,11120
8240,13140
7557,16716
7295,18673
7156,19657
7272,17740
6969,17827
6877,18130
6776,17726
6929,17352
7367,19230
7767,18549
8043,17469
7858,17927
8611,18355
9253,18447
8028,17162
7439,17551
7385,19120
7360,19844
7908,18183
7991,17896
7721,17918
7675,17784
7877,17786
8092,17640
7666,17748
7307,18054
7416,19901
7307,20196
7174,19207
6946,19482
6875,20261
7801,17385
7697,18056
8280,14406
9153,9398
9884,8214
9987,8855
9684,9722
9427,12047
9435,12555
9374,11894
10371,9282
10961,8025
10416,8174
9364,9909
9065,8619
8302,7492
7932,7533
8081,7000
8092,6678
8090,6597
8000,6562
7763,6539
7575,6484
7545,6475
7529,6658
7483,7381
7434,7283
7447,6491
7284,6474
7035,6709
6896,6517
6853,6441
6903,6496
6923,6551
6953,6410
6959,6706
6943,6717
6881,6331
6737,6291
6664,6286
6641,6293
6643,6279
6665,6273
6661,6274
6693,6305
6676,6311
6680,6310
6731,6339
6783,6382
6791,6437
9154,17500
11231,7788
11253,8254
12131,11456
15394,18076
15963,16811
15745,16108
15051,16149
9497,16317
8465,16955
8771,17660
9526,17655
8834,17091
8073,16807
7831,16231
8071,13701
8018,12809
8856,12840
8421,14194
7737,15979
7204,17689
7071,18923
7380,17216
7693,16390
12462,12562
11838,12820
7632,18591
7211,19159
7779,18020
7535,18926
7936,17957
7570,19237
10020,15090
13794,10591
14320,10435
14350,10402
14374,10385
14188,10477
12675,11187
12228,11798
8284,16381
7996,17147
10261,14299
11338,12152
11045,13066
10379,14650
9320,14337
8816,14594
7947,13753
8197,13224
8478,12314
8849,12076
9354,11907
9684,11856
9163,11921
8475,12307
8206,12573
8189,12449
8032,12958
8171,13123
7793,14727
7047,18042
6977,18916
6947,19123
6768,21351
6841,20815
6799,20494
6771,21716
7528,16406
7135,18684
6767,21476
6723,22160
6711,22517
6722,22424
6734,22143
6809,21896
6828,21458
6838,20841
6772,22070
6732,22178
7043,18618
7533,14476
7510,15415
8099,13285
8385,12433
8290,11799
8052,12213
7850,12715
7939,12371
8113,11864
8062,12382
7751,14056
7389,14514
7806,12957
8218,11633
8379,11477
8269,11802
7997,12636
7726,13661
7584,14889
7456,18971
7179,18287
6859,17880
6919,18379
6981,17238
7283,16618
7743,15890
7669,16826
7164,16794
7574,16154
7565,14223
7674,14158
7853,15488
7988,17101
7751,17686
7631,15753
7639,13631
8615,13265
8657,12938
8271,12711
8807,13384
8564,15144
7791,16428
8749,15702
8544,15352
8194,16535
8169,17347
8350,16244
7720,16714
7671,16687
8662,15030
9992,11674
11101,8994
11344,8107
10949,9446
10206,11781
9404,14881
9752,17122
8816,17864
7723,17658
8065,17166
9308,17439
8908,18083
8260,19375
7717,19153
7511,17625
8021,16097
9508,14879
9497,14771
9059,15845
7458,17297
8144,14480
7532,16637
8259,17604
8286,15627
7400,15426
7324,16724
7961,17912
8454,18821
7707,18361
7461,17331
7396,16410
7078,18375
6864,19632
6968,20087
7102,19594
6934,20593
6787,22076
7186,19966
8093,15462
8354,13698
8449,13145
7260,19098
6953,22490
6911,21223
6872,21095
7619,18792
8151,18334
8321,17636
8765,17144
8446,17609
8311,17287
8082,13079
8628,15094
9382,13311
10156,13639
9758,14096
9301,14440
9962,13570
10547,14138
10206,15836
9988,15193
8915,17574
7318,20868
7318,20694
7682,16093
7962,15575
8070,15771
7920,14058
8735,12513
9919,10104
10167,12662
10644,13044
10683,11924
10655,9214
11088,8117
11053,7860
11033,7796
11048,7747
11086,7717
11088,7707
11061,7723
11194,7900
11436,8187
11461,8193
11463,8164
11455,8151
11475,8153
11463,8103
11311,7976
10913,7579
10572,7329
10689,7330
10819,7373
10855,7397
10776,7318
10716,7271
10679,7237
10588,7212
10538,7134
10469,7104
10362,7004
10149,6904
9997,6881
9939,6827
9959,6847
10050,6860
10151,6886
10232,6952
10269,6949
10308,6935
10348,6972
10366,6966
10397,6989
10372,6972
10269,6934
10155,6873
9946,6796
9749,6654
9737,6752
9720,6857
9792,6951
9905,7000
10023,6886
10115,6849
10095,6938
10114,6976
10177,6882
10216,6763
10238,6755
10254,6746
10284,6723
10360,6743
10385,6779
10363,6863
10379,6838
10449,6815
10518,6817
10551,6843
10563,7010
10622,6891
10364,6766
10201,6717
10163,6675
10133,6687
10124,6690
10105,6654
10062,6708
10079,6748
10101,6677
10082,6695
9947,6960
9972,6985
10057,6761
10095,6719
10074,6711
10024,6736
10034,6718
10002,6644
9941,6695
9944,6681
9994,6671
10004,6654
9996,6665
9993,6736
10035,6699
9897,6932
9735,7269
9914,7029
10096,6714
10102,6695
10101,6689
10127,6695
10177,6769
10314,6814
10418,6828
10448,6856
10402,6911
10427,6933
10326,7026
9202,10443
9702,8749
10214,7202
10363,6924
10371,6902
10330,6877
10334,6886
10355,6909
